group_id,department,q_type,sub_team1,sub_team2
CNE1,Business Pdts_Corp Network Engineering,Non GSP,Non GSP,Non GSP
CNE2,Business Pdts_Corp Network Engineering,Non GSP,Non GSP,Non GSP
CNE3,Business Pdts_Corp Network Engineering,Non GSP,Non GSP,Non GSP
CNE4,Business Pdts_Corp Network Engineering,Non GSP,Non GSP,Non GSP
EXPAN_DNHE,Business Pdts_Hosting,Non GSP,Non GSP,Non GSP
ND4,Business Pdts_Pdt Engineering,Non GSP,Non GSP,Non GSP
ND5,Business Pdts_Pdt Engineering,Non GSP,Non GSP,Non GSP
ND6,Business Pdts_Pdt Engineering,Non GSP,Non GSP,Non GSP
ND7,Business Pdts_Pdt Engineering,Non GSP,Non GSP,Non GSP
ND8,Business Pdts_Pdt Engineering,Non GSP,Non GSP,Non GSP
SNON_PM,Business Pdts_Pdt Engineering,Configuration Q,Non GSP,Non GSP
SECPS_CR,Cyber Security,Configuration Q,Non GSP,Non GSP
ESECBIZOPS,Cyber Security,Non GSP,Non GSP,Non GSP
G_ITSC,Cyber Security,Configuration Q,Non GSP,Non GSP
G_TS,Cyber Security,Configuration Q,Non GSP,Non GSP
MSS_ADMIN,Cyber Security,Non GSP,Cyber Security,Cyber Security
MSS_MSD,Cyber Security,Non GSP,Cyber Security,Cyber Security
SECPS_CC,Cyber Security,Non GSP,Non GSP,Non GSP
ANM_PIPE,FNE IE,Non GSP,Non GSP,Non GSP
BBDS,FNE IE,Non GSP,Non GSP,Non GSP
IESTM_EWPL,FNE IE,Non GSP,Non GSP,Non GSP
IESTM_NCPL,FNE IE,Non GSP,Non GSP,Non GSP
IESTM_OPS,FNE IE,Non GSP,Non GSP,Non GSP
OPDF,FNE IE,Non GSP,Non GSP,Non GSP
OPDF_INH,FNE IE,Non GSP,Non GSP,Non GSP
OPEE_DF,FNE IE,Non GSP,Non GSP,Non GSP
OPET_DF,FNE IE,Non GSP,Non GSP,Non GSP
OPEW_DF,FNE IE,Non GSP,Non GSP,Non GSP
AMBUGFS,FNE SDO,Non GSP,Non GSP,Non GSP
ARBUGFS,FNE SDO,Non GSP,Non GSP,Non GSP
BAM,FNE SDO,Non GSP,Non GSP,Non GSP
BAR,FNE SDO,Non GSP,Non GSP,Non GSP
BBD,FNE SDO,Non GSP,Non GSP,Non GSP
BBP,FNE SDO,Non GSP,Non GSP,Non GSP
BBT,FNE SDO,Non GSP,Non GSP,Non GSP
BCG,FNE SDO,Non GSP,Non GSP,Non GSP
BCS,FNE SDO,Non GSP,Non GSP,Non GSP
BCT,FNE SDO,Non GSP,Non GSP,Non GSP
BCY,FNE SDO,Non GSP,Non GSP,Non GSP
BES,FNE SDO,Non GSP,Non GSP,Non GSP
BGL,FNE SDO,Non GSP,Non GSP,Non GSP
BHG,FNE SDO,Non GSP,Non GSP,Non GSP
BJE,FNE SDO,Non GSP,Non GSP,Non GSP
BJR,FNE SDO,Non GSP,Non GSP,Non GSP
BJW,FNE SDO,Non GSP,Non GSP,Non GSP
BKT,FNE SDO,Non GSP,Non GSP,Non GSP
BNT,FNE SDO,Non GSP,Non GSP,Non GSP
BOC,FNE SDO,Non GSP,Non GSP,Non GSP
BPL,FNE SDO,Non GSP,Non GSP,Non GSP
BPR,FNE SDO,Non GSP,Non GSP,Non GSP
BQT,FNE SDO,Non GSP,Non GSP,Non GSP
BSB,FNE SDO,Non GSP,Non GSP,Non GSP
BTB,FNE SDO,Non GSP,Non GSP,Non GSP
BTP,FNE SDO,Non GSP,Non GSP,Non GSP
BTS,FNE SDO,Non GSP,Non GSP,Non GSP
BWL,FNE SDO,Non GSP,Non GSP,Non GSP
BYC,FNE SDO,Non GSP,Non GSP,Non GSP
CAM,FNE SDO,Non GSP,Non GSP,Non GSP
CAR,FNE SDO,Non GSP,Non GSP,Non GSP
CBD,FNE SDO,Non GSP,Non GSP,Non GSP
CBP,FNE SDO,Non GSP,Non GSP,Non GSP
CBT,FNE SDO,Non GSP,Non GSP,Non GSP
CCG,FNE SDO,Non GSP,Non GSP,Non GSP
CCS,FNE SDO,Non GSP,Non GSP,Non GSP
CCT,FNE SDO,Non GSP,Non GSP,Non GSP
CCY,FNE SDO,Non GSP,Non GSP,Non GSP
CE_CHK,FNE SDO,Non GSP,Non GSP,Non GSP
CES,FNE SDO,Non GSP,Non GSP,Non GSP
CGL,FNE SDO,Non GSP,Non GSP,Non GSP
CJE,FNE SDO,Non GSP,Non GSP,Non GSP
CJR,FNE SDO,Non GSP,Non GSP,Non GSP
CJW,FNE SDO,Non GSP,Non GSP,Non GSP
CKT,FNE SDO,Non GSP,Non GSP,Non GSP
CNT,FNE SDO,Non GSP,Non GSP,Non GSP
COC,FNE SDO,Non GSP,Non GSP,Non GSP
CPL,FNE SDO,Non GSP,Non GSP,Non GSP
CPR,FNE SDO,Non GSP,Non GSP,Non GSP
CQT,FNE SDO,Non GSP,Non GSP,Non GSP
CSB,FNE SDO,Non GSP,Non GSP,Non GSP
CTB,FNE SDO,Non GSP,Non GSP,Non GSP
CTP,FNE SDO,Non GSP,Non GSP,Non GSP
CTS,FNE SDO,Non GSP,Non GSP,Non GSP
CWL,FNE SDO,Non GSP,Non GSP,Non GSP
CYC,FNE SDO,Non GSP,Non GSP,Non GSP
DWFM,FNE SDO,Non GSP,Non GSP,Non GSP
EBPO,FNE SDO,Non GSP,Non GSP,Non GSP
FOBDC,FNE SDO,Non GSP,Non GSP,Non GSP
FOBDC1,FNE SDO,Non GSP,Non GSP,Non GSP
HSDE1,FNE SDO,Non GSP,Non GSP,Non GSP
HSDT1,FNE SDO,Non GSP,Non GSP,Non GSP
HSDW1,FNE SDO,Non GSP,Non GSP,Non GSP
IADCPEINST,FNE SDO,Non GSP,Non GSP,Non GSP
OPE_GWL,FNE SDO,Non GSP,Non GSP,Non GSP
OPEE_CQ,FNE SDO,Non GSP,Non GSP,Non GSP
OPEE_CQ_EX,FNE SDO,Non GSP,Non GSP,Non GSP
OPEE_DPCE,FNE SDO,Non GSP,Non GSP,Non GSP
OPEE_ETHL,FNE SDO,Non GSP,Non GSP,Non GSP
OPEE_ISDN,FNE SDO,Non GSP,Non GSP,Non GSP
OPEE_ME,FNE SDO,Non GSP,Non GSP,Non GSP
OPEE_VS,FNE SDO,Non GSP,Non GSP,Non GSP
OPET_CQ,FNE SDO,Non GSP,Non GSP,Non GSP
OPET_CQ_EX,FNE SDO,Non GSP,Non GSP,Non GSP
OPET_DPCE,FNE SDO,Non GSP,Non GSP,Non GSP
OPET_ETHL,FNE SDO,Non GSP,Non GSP,Non GSP
OPET_ISDN,FNE SDO,Non GSP,Non GSP,Non GSP
OPET_ME,FNE SDO,Non GSP,Non GSP,Non GSP
OPET_VS,FNE SDO,Non GSP,Non GSP,Non GSP
OPEW_CQ,FNE SDO,Non GSP,Non GSP,Non GSP
OPEW_CQ_EX,FNE SDO,Non GSP,Non GSP,Non GSP
OPEW_DPCE,FNE SDO,Non GSP,Non GSP,Non GSP
OPEW_ETHL,FNE SDO,Non GSP,Non GSP,Non GSP
OPEW_ISDN,FNE SDO,Non GSP,Non GSP,Non GSP
OPEW_ME,FNE SDO,Non GSP,Non GSP,Non GSP
OPEW_VS,FNE SDO,Non GSP,Non GSP,Non GSP
PWCE,FNE SDO,Non GSP,Non GSP,Non GSP
PWCT1,FNE SDO,Non GSP,Non GSP,Non GSP
PWCW,FNE SDO,Non GSP,Non GSP,Non GSP
PWEB,FNE SDO,Non GSP,Non GSP,Non GSP
PWTB1,FNE SDO,Non GSP,Non GSP,Non GSP
PWWB,FNE SDO,Non GSP,Non GSP,Non GSP
TBPO1,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_C_DPCE,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_C_ETHL,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_C_GWL,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_C_VS,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_CME,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_CQC,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_CQC_EX,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_CQE,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_CQE_EX,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_CQW,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_CQW_EX,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_E_DPCE,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_E_ETHL,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_E_GWL,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_E_VS,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_EME,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_W_DPCE,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_W_ETHL,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_W_GWL,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_W_VS,FNE SDO,Non GSP,Non GSP,Non GSP
TNM_WME,FNE SDO,Non GSP,Non GSP,Non GSP
TNP,FNE SDO,Non GSP,Non GSP,Non GSP
WBPO,FNE SDO,Non GSP,Non GSP,Non GSP
FOBEBU,FNE_Access & Transmission Ops,Non GSP,Non GSP,Non GSP
FOBTBA,FNE_Access & Transmission Ops,Non GSP,Non GSP,Non GSP
FOBTBD,FNE_Access & Transmission Ops,Non GSP,Non GSP,Non GSP
FOBWBD,FNE_Access & Transmission Ops,Non GSP,Non GSP,Non GSP
EXAM1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXAM2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXAM3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXAM4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXAM5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXAM6,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXAR1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXAR2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXAR3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXAR4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXAR5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXAR6,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXBD1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXBD2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXBD3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXBD4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXBD5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXBP1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXBP2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXBP3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXBP4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXBP5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXBP6,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCG1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCG2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCG3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCG4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCG5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCG6,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCT1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCT2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCT3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCT4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCT5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCT6,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCY1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCY2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCY3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCY4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCY5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXCY6,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXENSAR1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXENSCY1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXENSGL1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXENSPL1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXES1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXES2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXES3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXES4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXES5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXES6,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXGL1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXGL2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXGL3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXGL4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXGL5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXHG1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXHG2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXHG3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXHG4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXHG6,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXJE1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXJE2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXJE3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXJE4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXJE5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXJE6,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXJR3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXJR5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXJW1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXJW2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXJW3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXJW4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXJW5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXKT1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXKT2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXKT3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXKT4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXKT5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXNOC2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXNT1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXNT2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXNT3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXNT4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXNT5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXNT6,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXOC1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXOC2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXOC3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXOC4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXOC5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXOC6,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXOCN1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXOCN2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXPL1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXPL2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXPL3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXPL4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXPL5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXPL6,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXPR1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXPR2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXPR3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXPR4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXQT1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXQT2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXQT3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXQT4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXSCP,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXSHLR1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXSHLR2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXSXSCP1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXSXSCP2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTB1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTB2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTB3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTB4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTB5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTM2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTP1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTP2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTP3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTP4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTP5,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTP6,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTS1,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTS2,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTS3,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTS4,FNE_Exchange,Non GSP,Non GSP,Non GSP
EXTS6,FNE_Exchange,Non GSP,Non GSP,Non GSP
TEAM_BA_CE,FNE_Exchange,Non GSP,Non GSP,Non GSP
BMS,GD_CMO,Non GSP,Non GSP,Non GSP
EXPAN_DCIE,GD_DCIO,Non GSP,Non GSP,Non GSP
DSS_SMS,GD_DSS,Non GSP,Non GSP,Non GSP
ASSG,GD_GSP,Configuration Q,Transport,Transport Admin RDC
ASSG_DGP,GD_GSP,Configuration Q,Transport,Transport Admin RDC
CNP,GD_GSP,Configuration Q,C-Plus,Cplus  SGP
CNP1,GD_GSP,Configuration Q,C-Plus,Cplus  SGP
CNP10,GD_GSP,Configuration Q,C-Plus,Cplus RDC
CNP11,GD_GSP,Configuration Q,C-Plus,Cplus RDC
CNP12,GD_GSP,Configuration Q,C-Plus,Cplus RDC
CNP13,GD_GSP,Configuration Q,C-Plus,Cplus RDC
CNP2,GD_GSP,Configuration Q,C-Plus,Cplus RDC
CNP20,GD_GSP,Configuration Q,C-Plus,Cplus RDC
CNP3,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP30,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP31,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP32,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP33,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP34,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP35,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP36,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP37,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP38,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP39,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP4,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP40,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP41,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP42,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP43,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP44,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP45,GD_GSP,Configuration Q,C-Plus,Cplus ODC
CNP5,GD_GSP,Configuration Q,C-Plus,Cplus RDC
CNP6,GD_GSP,Configuration Q,C-Plus,Cplus RDC
CNP61,GD_GSP,Configuration Q,C-Plus,Cplus RDC
CNP7,GD_GSP,Configuration Q,C-Plus,Cplus RDC
CNP8,GD_GSP,Configuration Q,C-Plus,Cplus RDC
CNP9,GD_GSP,Configuration Q,C-Plus,Cplus RDC
CPAAS1,GD_GSP,Configuration Q,Transport,Transport CPaas SGP
ENET,GD_GSP,Configuration Q,Transport,Transport Admin RDC
ENETIP,GD_GSP,Configuration Q,Transport,Transport Admin RDC
GSDT_ASON,GD_GSP,Coordination Q,Transport,Transport Intl Singapore
GSDT_CE,GD_GSP,Coordination Q,Transport,Transport Intl Singapore
GSDT_GIP,GD_GSP,Coordination Q,C-Plus,Cplus RDC
GSDT_GIPRD,GD_GSP,Coordination Q,C-Plus,Cplus RDC
GSDT_OIP,GD_GSP,Coordination Q,C-Plus,Cplus RDC
GSDT_PS1,GD_GSP,Coordination Q,C-Plus,Cplus GIS RDC
GSDT_PS2,GD_GSP,Coordination Q,C-Plus,Cplus GIS RDC
GSDT_PS21,GD_GSP,Coordination Q,C-Plus,Cplus GIS RDC
GSDT_PS22,GD_GSP,Coordination Q,C-Plus,Cplus GIS RDC
GSDT_PS23,GD_GSP,Coordination Q,C-Plus,Cplus GIS RDC
GSDT_PS24,GD_GSP,Coordination Q,C-Plus,Cplus GIS RDC
GSDT_PS3,GD_GSP,Coordination Q,C-Plus,Cplus GIS RDC
GSDT_PS4,GD_GSP,Coordination Q,C-Plus,Cplus GIS RDC
GSDT_VIDRD,GD_GSP,Coordination Q,Transport,Transport DOM SGP
GSDT_VIDYO,GD_GSP,Coordination Q,Transport,Transport DOM SGP
GSDT_WIFI,GD_GSP,Coordination Q,Transport,Transport DOM SGP
GSDT1,GD_GSP,Coordination Q,Transport,Transport ILC SGP
GSDT11,GD_GSP,Coordination Q,Transport,Transport ILC SGP
GSDT12,GD_GSP,Coordination Q,Transport,Transport ILC SGP
GSDT13,GD_GSP,Coordination Q,Transport,Transport ILC SGP
GSDT14,GD_GSP,Coordination Q,Transport,Transport ILC SGP
GSDT15,GD_GSP,Coordination Q,Transport,Transport ILC SGP
GSDT16,GD_GSP,Coordination Q,Transport,Transport ILC SGP
GSDT2,GD_GSP,Coordination Q,Mpop,Mpop Singapore
GSDT3,GD_GSP,Coordination Q,Transport,Transport DOM SGP
GSDT31,GD_GSP,Coordination Q,Transport,Transport DOM SGP
GSDT32,GD_GSP,Coordination Q,Transport,Transport DOM SGP
GSDT33,GD_GSP,Coordination Q,Transport,Transport DOM SGP
GSDT34,GD_GSP,Coordination Q,Transport,Transport DOM SGP
GSDT35,GD_GSP,Coordination Q,Transport,Transport DOM SGP
GSDT36,GD_GSP,Coordination Q,Transport,Transport DOM SGP
GSDT37,GD_GSP,Coordination Q,Transport,Transport DOM SGP
GSDT38,GD_GSP,Coordination Q,Transport,Transport DOM SGP
GSDT39,GD_GSP,Coordination Q,Transport,Transport DOM SGP
GSDT4,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT6,GD_GSP,Coordination Q,C-Plus,Cplus RDC
GSDT61,GD_GSP,Coordination Q,C-Plus,Cplus RDC
GSDT610,GD_GSP,Coordination Q,C-Plus,Cplus RDC
GSDT611,GD_GSP,Coordination Q,C-Plus,Cplus SGP
GSDT612,GD_GSP,Coordination Q,C-Plus,Cplus RDC
GSDT613,GD_GSP,Coordination Q,C-Plus,Cplus SGP
GSDT62,GD_GSP,Coordination Q,C-Plus,Cplus SGP
GSDT620,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT63,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT630,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT631,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT632,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT633,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT634,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT635,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT636,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT637,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT638,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT639,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT64,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT640,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT641,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT642,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT643,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT644,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT645,GD_GSP,Coordination Q,C-Plus,Cplus ODC
GSDT65,GD_GSP,Coordination Q,C-Plus,Cplus RDC
GSDT66,GD_GSP,Coordination Q,C-Plus,Cplus RDC
GSDT67,GD_GSP,Coordination Q,C-Plus,Cplus RDC
GSDT68,GD_GSP,Coordination Q,C-Plus,Cplus RDC
GSDT69,GD_GSP,Coordination Q,C-Plus,Cplus RDC
GSDT7,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT71,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT710,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT711,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT712,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT72,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT73,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT74,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT75,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT76,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT77,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT78,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT79,GD_GSP,Coordination Q,Singnet,Singnet DOM SGP
GSDT8,GD_GSP,Coordination Q,Mpop,Mpop Singapore
GSDT81,GD_GSP,Coordination Q,Mpop,Mpop Singapore
GSDT810,GD_GSP,Coordination Q,Mpop,Mpop SGO India
GSDT811,GD_GSP,Coordination Q,Mpop,Mpop Singapore
GSDT812,GD_GSP,Coordination Q,Mpop,Mpop Singapore
GSDT813,GD_GSP,Coordination Q,Mpop,Mpop Singapore
GSDT82,GD_GSP,Coordination Q,Mpop,Mpop Singapore
GSDT820,GD_GSP,Coordination Q,Mpop,Mpop Singapore
GSDT83,GD_GSP,Coordination Q,Mpop,Mpop Singapore
GSDT84,GD_GSP,Coordination Q,Mpop,Mpop SGO India
GSDT85,GD_GSP,Coordination Q,Mpop,Mpop SGO India
GSDT86,GD_GSP,Coordination Q,Mpop,Mpop SGO India
GSDT87,GD_GSP,Coordination Q,Mpop,Mpop Singapore
GSDT870,GD_GSP,Coordination Q,Mpop,Mpop ODC
GSDT871,GD_GSP,Coordination Q,Mpop,Mpop ODC
GSDT872,GD_GSP,Coordination Q,Mpop,Mpop ODC
GSDT873,GD_GSP,Coordination Q,Mpop,Mpop ODC
GSDT874,GD_GSP,Coordination Q,Mpop,Mpop ODC
GSDT875,GD_GSP,Coordination Q,Mpop,Mpop ODC
GSDT876,GD_GSP,Coordination Q,Mpop,Mpop ODC
GSDT877,GD_GSP,Coordination Q,Mpop,Mpop ODC
